label,message,cleaned,tokens
ham,S:)no competition for him.,sno competi,"['sno', 'competi']"
spam,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,boltblue tone rep poly mono eg poly cha cha slide yeah slow jamz toxic come stop tone txt,"['boltblue', 'tone', 'rep', 'poly', 'mono', 'eg', 'poly', 'cha', 'cha', 'slide', 'yeah', 'slow', 'jamz', 'toxic', 'come', 'stop', 'tone', 'txt']"
spam,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,credits topp httpwwwbubbletextcom renewal pin tgxxrz,"['credits', 'topp', 'httpwwwbubbletextcom', 'renewal', 'pin', 'tgxxrz']"
ham,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. ",way transport less problematic sat night way want ask join bday feel free need know definite nos book fri,"['way', 'transport', 'less', 'problematic', 'sat', 'night', 'way', 'want', 'ask', 'join', 'bday', 'feel', 'free', 'need', 'know', 'definite', 'nos', 'book', 'fri']"
ham,Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now,usual person unconscious thats children adults may behave abnormal ill call,"['usual', 'person', 'unconscious', 'thats', 'children', 'adults', 'may', 'behave', 'abnormal', 'ill', 'call']"
ham,But that's on ebay it might be less elsewhere.,thats ebay might less elsewhere,"['thats', 'ebay', 'might', 'less', 'elsewhere']"
ham,Shall i come to get pickle,shall come get pickle,"['shall', 'come', 'get', 'pickle']"
ham,Were gonna go get some tacos,gonna go get tacos,"['gonna', 'go', 'get', 'tacos']"
ham,"That's very rude, you on campus?",thats rude campus,"['thats', 'rude', 'campus']"
spam,"URGENT!: Your Mobile No. was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",urgent mobile award bonus caller prize nd attempt contact call boxqu,"['urgent', 'mobile', 'award', 'bonus', 'caller', 'prize', 'nd', 'attempt', 'contact', 'call', 'boxqu']"
ham,Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.,hi wont ard christmas enjoy merry xmas,"['hi', 'wont', 'ard', 'christmas', 'enjoy', 'merry', 'xmas']"
spam,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X",todays offer claim ur worth discount voucher text yes savamob member offer mobile cs sub unsub rep,"['todays', 'offer', 'claim', 'ur', 'worth', 'discount', 'voucher', 'text', 'yes', 'savamob', 'member', 'offer', 'mobile', 'cs', 'sub', 'unsub', 'rep']"
ham,Yes! How is a pretty lady like you single?,yes pretty lady like single,"['yes', 'pretty', 'lady', 'like', 'single']"
spam,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750,recieve tone within next hrs terms condit please see channel teletext pg,"['recieve', 'tone', 'within', 'next', 'hrs', 'terms', 'condit', 'please', 'see', 'channel', 'teletext', 'pg']"
ham,Jay says that you're a double-faggot,jay says youre doublefaggot,"['jay', 'says', 'youre', 'doublefaggot']"
spam,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04 ,private account state shows unredeem sim points call identifier code expire,"['private', 'account', 'state', 'shows', 'unredeem', 'sim', 'points', 'call', 'identifier', 'code', 'expire']"
ham,What Today-sunday..sunday is holiday..so no work..,todaysundaysunday holidayso work,"['todaysundaysunday', 'holidayso', 'work']"
ham,Gudnite....tc...practice going on,gudnitetcpractice going,"['gudnitetcpractice', 'going']"
ham,I'll be late...,ill late,"['ill', 'late']"
ham,"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day.",ive call hop lr malaria know miss guys miss bani big pls give love especial great day,"['ive', 'call', 'hop', 'lr', 'malaria', 'know', 'miss', 'guys', 'miss', 'bani', 'big', 'pls', 'give', 'love', 'especial', 'great', 'day']"
ham,"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea",good afternoon love goes day hope maybe got leads job think boytoy send passionate kiss across sea,"['good', 'afternoon', 'love', 'goes', 'day', 'hope', 'maybe', 'got', 'leads', 'job', 'think', 'boytoy', 'send', 'passionate', 'kiss', 'across', 'sea']"
ham,"Probably gonna be here for a while, see you later tonight &lt;)",probab gonna see later tonight lt,"['probab', 'gonna', 'see', 'later', 'tonight', 'lt']"
ham,Or maybe my fat fingers just press all these buttons and it doesn't know what to do.,maybe fat finger press buttons doesnt know,"['maybe', 'fat', 'finger', 'press', 'buttons', 'doesnt', 'know']"
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,ummmmmaah many many happy returns day dear sweet heart happy birthday dear,"['ummmmmaah', 'many', 'many', 'happy', 'returns', 'day', 'dear', 'sweet', 'heart', 'happy', 'birthday', 'dear']"
ham,"I am in tirupur da, once you started from office call me.",tirupur da start office call,"['tirupur', 'da', 'start', 'office', 'call']"
spam,from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop,wwwapplausestorecom monthlysubscriptionpmsg maxmonth tcsc web age stop txt stop,"['wwwapplausestorecom', 'monthlysubscriptionpmsg', 'maxmonth', 'tcsc', 'web', 'age', 'stop', 'txt', 'stop']"
ham,"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'",famous quote develop ability listen anyth unconditional without los temper self confidence means marry,"['famous', 'quote', 'develop', 'ability', 'listen', 'anyth', 'unconditional', 'without', 'los', 'temper', 'self', 'confidence', 'means', 'marry']"
ham,But am going to college pa. What to do. are else ill come there it self. Pa.,going college pa else ill come self pa,"['going', 'college', 'pa', 'else', 'ill', 'come', 'self', 'pa']"
ham,4 oclock at mine. Just to bash out a flat plan.,oclock mine bash flat plan,"['oclock', 'mine', 'bash', 'flat', 'plan']"
ham,This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed,girl stay bed girl doesnt need recovery time id rather pass fun coop bed,"['girl', 'stay', 'bed', 'girl', 'doesnt', 'need', 'recovery', 'time', 'id', 'rather', 'pass', 'fun', 'coop', 'bed']"
ham,Then any special there?,any special,"['any', 'special']"
ham,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin,know need get hotel got invita apologise cali sweet come english bloke weddin,"['know', 'need', 'get', 'hotel', 'got', 'invita', 'apologise', 'cali', 'sweet', 'come', 'english', 'bloke', 'weddin']"
ham,"Sorry that took so long, omw now",sorry took long omw,"['sorry', 'took', 'long', 'omw']"
ham,Wait  &lt;#&gt;  min..,wait ltgt min,"['wait', 'ltgt', 'min']"
ham,Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.,ok give minute think see btw youre alibi cutt hair whole time,"['ok', 'give', 'minute', 'think', 'see', 'btw', 'youre', 'alibi', 'cutt', 'hair', 'whole', 'time']"
ham,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck",imagine final get sink bath put pace maybe even eat left also imagine feel cage cock surround bath water remind always owns enjoy cuck,"['imagine', 'final', 'get', 'sink', 'bath', 'put', 'pace', 'maybe', 'even', 'eat', 'left', 'also', 'imagine', 'feel', 'cage', 'cock', 'surround', 'bath', 'water', 'remind', 'always', 'owns', 'enjoy', 'cuck']"
ham,"Hurry up, I've been weed-deficient for like three days",hurry ive weeddeficient like three days,"['hurry', 'ive', 'weeddeficient', 'like', 'three', 'days']"
ham,"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo",sure get acknowledge astounding tactless general faggy demand blood oath fo,"['sure', 'get', 'acknowledge', 'astounding', 'tactless', 'general', 'faggy', 'demand', 'blood', 'oath', 'fo']"
ham,Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know,ok every night take warm bath drink cup milk youll see work magic still need loose weight know,"['ok', 'every', 'night', 'take', 'warm', 'bath', 'drink', 'cup', 'milk', 'youll', 'see', 'work', 'magic', 'still', 'need', 'loose', 'weight', 'know']"
ham,I‘ll have a look at the frying pan in case it‘s cheap or a book perhaps. No that‘s silly a frying pan isn‘t likely to be a book,ill look fry pan case cheap book perhaps thats sil fry pan isnt like book,"['ill', 'look', 'fry', 'pan', 'case', 'cheap', 'book', 'perhaps', 'thats', 'sil', 'fry', 'pan', 'isnt', 'like', 'book']"
ham,O. Well uv causes mutations. Sunscreen is like essential thesedays,well uv cause mutat sunscreen like essential thesedays,"['well', 'uv', 'cause', 'mutat', 'sunscreen', 'like', 'essential', 'thesedays']"
ham,Having lunch:)you are not in online?why?,lunchyou onlinewhy,"['lunchyou', 'onlinewhy']"
ham,I know that my friend already told that.,know friend already told,"['know', 'friend', 'already', 'told']"
ham,Hi Princess! Thank you for the pics. You are very pretty. How are you?,hi princess thank pics pretty,"['hi', 'princess', 'thank', 'pics', 'pretty']"
ham,"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.. ",aiyo always ex one dunno abt mei rep first time rep fast lucky workin huh got bao ur sugardad ahgee,"['aiyo', 'always', 'ex', 'one', 'dunno', 'abt', 'mei', 'rep', 'first', 'time', 'rep', 'fast', 'lucky', 'workin', 'huh', 'got', 'bao', 'ur', 'sugardad', 'ahgee']"
ham,Hi msg me:)i'm in office..,hi msg meim office,"['hi', 'msg', 'meim', 'office']"
ham,Thanx 4 e brownie it's v nice...,thanx brownie nice,"['thanx', 'brownie', 'nice']"
ham,Geeeee ... I love you so much I can barely stand it,geeeee love much bare stand,"['geeeee', 'love', 'much', 'bare', 'stand']"
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm ,gent try contact last weekends draw shows prize guarantee call claim code valid hrs ppm,"['gent', 'try', 'contact', 'last', 'weekends', 'draw', 'shows', 'prize', 'guarantee', 'call', 'claim', 'code', 'valid', 'hrs', 'ppm']"
ham,"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ...",fuck babe miss already know cant let send money towards net need want crave,"['fuck', 'babe', 'miss', 'already', 'know', 'cant', 'let', 'send', 'money', 'towards', 'net', 'need', 'want', 'crave']"
ham,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?",ill call mrw ninish address icky american freek wont stop callin bad jen eh,"['ill', 'call', 'mrw', 'ninish', 'address', 'icky', 'american', 'freek', 'wont', 'stop', 'callin', 'bad', 'jen', 'eh']"
ham,Oooh bed ridden ey? What are YOU thinking of?,oooh bed ridden ey think,"['oooh', 'bed', 'ridden', 'ey', 'think']"
ham,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already",anyways go gym whatever love smile hope ok good day babe miss much already,"['anyways', 'go', 'gym', 'whatever', 'love', 'smile', 'hope', 'ok', 'good', 'day', 'babe', 'miss', 'much', 'already']"
ham,Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!,love daddy make scream pleasure going slap ass dick,"['love', 'daddy', 'make', 'scream', 'pleasure', 'going', 'slap', 'ass', 'dick']"
ham,WOT U WANNA DO THEN MISSY?,wot wanna missy,"['wot', 'wanna', 'missy']"
ham,Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...,yar lor wait mum finish sch lunch lor whole morn stay home clean room room quite clean hee,"['yar', 'lor', 'wait', 'mum', 'finish', 'sch', 'lunch', 'lor', 'whole', 'morn', 'stay', 'home', 'clean', 'room', 'room', 'quite', 'clean', 'hee']"
ham,Do you know where my lab goggles went,know lab goggle went,"['know', 'lab', 'goggle', 'went']"
ham,Can you open the door?,open door,"['open', 'door']"
ham,Waiting for your call.,wait call,"['wait', 'call']"
ham,Nope i waiting in sch 4 daddy... ,nope wait sch daddy,"['nope', 'wait', 'sch', 'daddy']"
spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327",cash prize claim call,"['cash', 'prize', 'claim', 'call']"
ham,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same.",im tir argu week week want ill,"['im', 'tir', 'argu', 'week', 'week', 'want', 'ill']"
ham,Ü wait 4 me in sch i finish ard 5..,wait sch finish ard,"['wait', 'sch', 'finish', 'ard']"
spam,"our mobile number has won £5000, to claim calls us back or ring the claims hot line on 09050005321.",mobile number claim calls us back ring claims hot line,"['mobile', 'number', 'claim', 'calls', 'us', 'back', 'ring', 'claims', 'hot', 'line']"
ham,"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me.",arngd marriage walkin unfortunt snake bite bt love marriage danc frnt snake amp sayin bite bite,"['arngd', 'marriage', 'walkin', 'unfortunt', 'snake', 'bite', 'bt', 'love', 'marriage', 'danc', 'frnt', 'snake', 'amp', 'sayin', 'bite', 'bite']"
ham,Huh so early.. Then ü having dinner outside izzit?,huh ear dinner outside izzit,"['huh', 'ear', 'dinner', 'outside', 'izzit']"
ham,Ok anyway no need to change with what you said,ok anyway need change said,"['ok', 'anyway', 'need', 'change', 'said']"
spam,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,tri contact rep offer mins textand new video phone call rep free delivery tomorrow,"['tri', 'contact', 'rep', 'offer', 'mins', 'textand', 'new', 'video', 'phone', 'call', 'rep', 'free', 'delivery', 'tomorrow']"
